tick,time_sec,spike_order,is_active,root_id,ring_index,angle_deg,hemibrain_type,side
2334,0.233400,1,1,720575940604967270,50,64.748201,ER2,right
2336,0.233600,4,1,720575940615324670,242,313.381295,ER4m,left
2336,0.233600,29,1,720575940631093303,250,323.741007,ER4m,right
2337,0.233700,0,1,720575940603919537,0,0.000000,ER1,left
2340,0.234000,1,1,720575940611960274,134,173.525180,ER3d,right
2348,0.234800,7,1,720575940616197021,52,67.338129,ER2,right
2357,0.235700,27,1,720575940643020836,69,89.352518,ER2,right
2369,0.236900,8,1,720575940619661632,76,98.417266,ER3a,left
2376,0.237600,22,1,720575940627161700,148,191.654676,ER3d,right
2377,0.237700,31,1,720575940637681267,213,275.827338,ER3w,right
2389,0.238900,22,1,720575940653326326,215,278.417266,ER3w,right
2391,0.239100,5,1,720575940615650022,263,340.575540,ER5,right
2396,0.239600,21,1,720575940632598343,246,318.561151,ER4m,left
2417,0.241700,15,1,720575940622811636,19,24.604317,ER1,right
2418,0.241800,9,1,720575940618732782,184,238.273381,ER3p,right
2427,0.242700,23,1,720575940631093303,250,323.741007,ER4m,right
2427,0.242700,25,1,720575940631820825,261,337.985612,ER5,left
2432,0.243200,6,1,720575940611960274,134,173.525180,ER3d,right
2432,0.243200,8,1,720575940615324670,242,313.381295,ER4m,left
2444,0.244400,3,1,720575940616197021,52,67.338129,ER2,right
2445,0.244500,0,1,720575940604967270,50,64.748201,ER2,right
2448,0.244800,37,1,720575940643020836,69,89.352518,ER2,right
2454,0.245400,20,1,720575940629244166,152,196.834532,ER3d,right
2463,0.246300,21,1,720575940628140785,79,102.302158,ER3a,left
2474,0.247400,22,1,720575940627161700,148,191.654676,ER3d,right
2491,0.249100,25,1,720575940653326326,215,278.417266,ER3w,right
2492,0.249200,5,1,720575940615650022,263,340.575540,ER5,right
2495,0.249500,26,1,720575940632598343,246,318.561151,ER4m,left
2500,0.250000,25,1,720575940637681267,213,275.827338,ER3w,right
2520,0.252000,10,1,720575940619661632,76,98.417266,ER3a,left
2521,0.252100,16,1,720575940631093303,250,323.741007,ER4m,right
2521,0.252100,26,1,720575940638594768,27,34.964029,ER1,right
2525,0.252500,8,1,720575940618732782,184,238.273381,ER3p,right
2526,0.252600,4,1,720575940611960274,134,173.525180,ER3d,right
2529,0.252900,4,1,720575940615324670,242,313.381295,ER4m,left
2536,0.253600,22,1,720575940631820825,261,337.985612,ER5,left
2539,0.253900,35,1,720575940643020836,69,89.352518,ER2,right
2540,0.254000,8,1,720575940616197021,52,67.338129,ER2,right
2551,0.255100,15,1,720575940622811636,19,24.604317,ER1,right
2557,0.255700,0,1,720575940604967270,50,64.748201,ER2,right
2565,0.256500,15,1,720575940622252493,161,208.489209,ER3m,left
2572,0.257200,21,1,720575940627161700,148,191.654676,ER3d,right
2582,0.258200,16,1,720575940629244166,152,196.834532,ER3d,right
2592,0.259200,23,1,720575940632598343,246,318.561151,ER4m,left
2592,0.259200,29,1,720575940653326326,215,278.417266,ER3w,right
2597,0.259700,9,1,720575940615650022,263,340.575540,ER5,right
2619,0.261900,30,1,720575940637681267,213,275.827338,ER3w,right
2620,0.262000,3,1,720575940611960274,134,173.525180,ER3d,right
2620,0.262000,27,1,720575940631093303,250,323.741007,ER4m,right
2627,0.262700,15,1,720575940628140785,79,102.302158,ER3a,left
2629,0.262900,6,1,720575940615324670,242,313.381295,ER4m,left
2629,0.262900,25,1,720575940643020836,69,89.352518,ER2,right
2634,0.263400,6,1,720575940618732782,184,238.273381,ER3p,right
2635,0.263500,7,1,720575940616197021,52,67.338129,ER2,right
2648,0.264800,32,1,720575940631820825,261,337.985612,ER5,left
2667,0.266700,14,1,720575940622811636,19,24.604317,ER1,right
2670,0.267000,18,1,720575940627161700,148,191.654676,ER3d,right
2677,0.267700,0,1,720575940604967270,50,64.748201,ER2,right
2677,0.267700,6,1,720575940619661632,76,98.417266,ER3a,left
2682,0.268200,20,1,720575940632598343,246,318.561151,ER4m,left
2698,0.269800,39,1,720575940653326326,215,278.417266,ER3w,right
2700,0.270000,10,1,720575940615650022,263,340.575540,ER5,right
2715,0.271500,25,1,720575940631093303,250,323.741007,ER4m,right
2716,0.271600,20,1,720575940629244166,152,196.834532,ER3d,right
2718,0.271800,0,1,720575940611960274,134,173.525180,ER3d,right
2720,0.272000,32,1,720575940643020836,69,89.352518,ER2,right
2727,0.272700,7,1,720575940616197021,52,67.338129,ER2,right
2733,0.273300,4,1,720575940615324670,242,313.381295,ER4m,left
2735,0.273500,24,1,720575940637681267,213,275.827338,ER3w,right
2747,0.274700,8,1,720575940618732782,184,238.273381,ER3p,right
2753,0.275300,27,1,720575940631820825,261,337.985612,ER5,left
2763,0.276300,29,1,720575940627161700,148,191.654676,ER3d,right
2772,0.277200,14,1,720575940632598343,246,318.561151,ER4m,left
2780,0.278000,22,1,720575940638594768,27,34.964029,ER1,right
2781,0.278100,10,1,720575940628140785,79,102.302158,ER3a,left
2789,0.278900,0,1,720575940604967270,50,64.748201,ER2,right
2793,0.279300,11,1,720575940622811636,19,24.604317,ER1,right
2804,0.280400,7,1,720575940615650022,263,340.575540,ER5,right
2804,0.280400,32,1,720575940653326326,215,278.417266,ER3w,right
2808,0.280800,30,1,720575940643020836,69,89.352518,ER2,right
2813,0.281300,35,1,720575940631093303,250,323.741007,ER4m,right
2820,0.282000,3,1,720575940611960274,134,173.525180,ER3d,right
2823,0.282300,1,1,720575940616197021,52,67.338129,ER2,right
2834,0.283400,7,1,720575940619661632,76,98.417266,ER3a,left
2839,0.283900,6,1,720575940615324670,242,313.381295,ER4m,left
2841,0.284100,21,1,720575940629244166,152,196.834532,ER3d,right
2851,0.285100,27,1,720575940637681267,213,275.827338,ER3w,right
2858,0.285800,14,1,720575940627161700,148,191.654676,ER3d,right
2862,0.286200,17,1,720575940631820825,261,337.985612,ER5,left
2868,0.286800,11,1,720575940618732782,184,238.273381,ER3p,right
2872,0.287200,17,1,720575940632598343,246,318.561151,ER4m,left
2896,0.289600,20,1,720575940643020836,69,89.352518,ER2,right
2901,0.290100,1,1,720575940604967270,50,64.748201,ER2,right
2904,0.290400,2,1,720575940615650022,263,340.575540,ER5,right
2911,0.291100,20,1,720575940631093303,250,323.741007,ER4m,right
2911,0.291100,24,1,720575940653326326,215,278.417266,ER3w,right
2921,0.292100,10,1,720575940622811636,19,24.604317,ER1,right
2924,0.292400,4,1,720575940616197021,52,67.338129,ER2,right
2926,0.292600,6,1,720575940611960274,134,173.525180,ER3d,right
2929,0.292900,21,1,720575940628140785,79,102.302158,ER3a,left
2943,0.294300,0,1,720575940615324670,242,313.381295,ER4m,left
2962,0.296200,12,1,720575940627161700,148,191.654676,ER3d,right
2964,0.296400,15,1,720575940632598343,246,318.561151,ER4m,left
2971,0.297100,21,1,720575940637681267,213,275.827338,ER3w,right
2973,0.297300,21,1,720575940631820825,261,337.985612,ER5,left
2981,0.298100,22,1,720575940629244166,152,196.834532,ER3d,right
2986,0.298600,26,1,720575940643020836,69,89.352518,ER2,right
2990,0.299000,10,1,720575940618732782,184,238.273381,ER3p,right
